package_name,version,epoch,repository,languages,Programming language
llvm-18,18.1.8,3,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
llvm-19,19.1.1,0,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
llvm-libcxx-15,15.0.7,0,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
llvm-libcxx-16,16.0.6,2,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
llvm-libcxx-17,17.0.6,0,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
llvm-libunwind-15,15.0.7,1,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
llvm-libunwind-16,16.0.6,4,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
llvm-libunwind-17,17.0.6,1,https://github.com/llvm/llvm-project,"{'LLVM': 516703684, 'C++': 455443706, 'C': 192298917, 'Assembly': 127165909, 'MLIR': 17803769, 'Python': 12123348, 'Fortran': 10145351, 'Objective-C': 4472361, 'CMake': 3795765, 'FIRRTL': 2938234, 'HTML': 1953735, 'Starlark': 1095511, 'Objective-C++': 1093478, 'Cuda': 927171, 'HLSL': 681099, 'OCaml': 333884, 'SWIG': 272712, 'Shell': 272509, 'Perl': 183561, 'JavaScript': 161240, 'Scilab': 160404, 'Awk': 127345, 'Makefile': 107512, 'Jupyter Notebook': 72939, 'Roff': 59471, 'Emacs Lisp': 58637, 'CSS': 55649, 'Batchfile': 51495, 'Julia': 49676, 'TypeScript': 39180, 'NASL': 35217, 'Vim Script': 28286, 'Dockerfile': 22359, 'Pawn': 14191, 'Lua': 11920, 'M': 9785, 'Cool': 9532, 'GDB': 8473, 'Scheme': 6195, 'Rust': 5103, 'TeX': 2141, 'MATLAB': 2013, 'POV-Ray SDL': 1631, 'AMPL': 1512, 'AppleScript': 1429, 'Mathematica': 929, 'RenderScript': 812, 'DTrace': 334, 'Limbo': 303, 'Swift': 271, 'PHP': 64, 'Pascal': 64, 'RPC': 28, 'Mercury': 14}",Python
local-static-provisioner,2.7.0,7,https://github.com/kubernetes-sigs/sig-storage-local-static-provisioner,"{'Go': 294429, 'Shell': 57057, 'Python': 7788, 'Makefile': 6713, 'Dockerfile': 2646, 'Smarty': 1339}",Python
logstash-filter-xml,4.2.0,1,https://github.com/logstash-plugins/logstash-filter-xml.git,{'Ruby': 24750},Ruby
logstash-integration-jdbc,5.5.0,0,https://github.com/logstash-plugins/logstash-integration-jdbc,"{'Ruby': 254311, 'Shell': 364}",Ruby
logstash-output-opensearch,2.0.2,1,https://github.com/opensearch-project/logstash-output-opensearch,"{'Ruby': 235876, 'Shell': 11408, 'Dockerfile': 2022}",Ruby
logstash,8.15.2,1,https://github.com/elastic/logstash,"{'Java': 2668787, 'Ruby': 2581005, 'Shell': 109731, 'Python': 59279, 'HTML': 40454, 'PowerShell': 14868, 'CSS': 14421, 'Makefile': 11643, 'Groovy': 11561, 'Batchfile': 7124, 'Go': 5911, 'C': 3338}",Ruby
loki-3.2,3.2.0,1,https://github.com/grafana/loki,"{'Go': 12928745, 'Jsonnet': 274532, 'Smarty': 77012, 'Makefile': 70746, 'Ruby': 60202, 'Shell': 48252, 'HCL': 39088, 'Yacc': 31612, 'Dockerfile': 19331, 'Python': 13107, 'HTML': 11843, 'Nix': 9006, 'JavaScript': 6635, 'SCSS': 1466, 'CSS': 1304, 'Ragel': 1067, 'Open Policy Agent': 546}",Ruby
lz4,1.10.0,2,https://github.com/lz4/lz4,"{'C': 988015, 'C++': 54656, 'Makefile': 53519, 'Python': 42693, 'Shell': 20741, 'Meson': 20255, 'CMake': 11191, 'Roff': 10666, 'Batchfile': 7298, 'Dockerfile': 644}",Python
mage,1.15.0,10,https://github.com/magefile/mage,"{'Go': 191252, 'HTML': 44260, 'CSS': 34293, 'JavaScript': 20426}",JavaScript
mailpit,1.20.5,0,https://github.com/axllent/mailpit,"{'Go': 383010, 'Vue': 162198, 'JavaScript': 13645, 'SCSS': 9419, 'Shell': 1962, 'HTML': 1358, 'Dockerfile': 858}",JavaScript
mattermost-10.0,10.0.0,0,https://github.com/mattermost/mattermost,"{'TypeScript': 21317575, 'Go': 16470254, 'JavaScript': 3977981, 'SCSS': 1233141, 'HTML': 488248, 'Makefile': 62011, 'Shell': 58504, 'CSS': 19265, 'PLpgSQL': 4306, 'Dockerfile': 2983, 'Rich Text Format': 2668, 'Handlebars': 684}",JavaScript
maven-3.9,3.9.9,0,https://github.com/apache/maven,"{'Java': 8264031, 'Shell': 12947, 'Batchfile': 11734, 'HTML': 2379, 'JavaScript': 1099}",JavaScript
mdbook,0.4.40,1,https://github.com/rust-lang/mdbook,"{'Rust': 425445, 'JavaScript': 44827, 'CSS': 35756, 'Handlebars': 15867, 'Shell': 2669}",JavaScript
melange,0.12.1,0,https://github.com/chainguard-dev/melange,"{'Go': 580464, 'Shell': 5943, 'Makefile': 5184, 'Python': 197}",Python
memcached,1.6.31,0,https://github.com/memcached/memcached.git,"{'C': 1711170, 'Perl': 458393, 'Lua': 88736, 'C++': 34629, 'M4': 32313, 'Python': 22347, 'DTrace': 10708, 'Makefile': 6617, 'Shell': 6233, 'Roff': 1894, 'Starlark': 726}",Python
memtier-benchmark,2.1.1,0,https://github.com/RedisLabs/memtier_benchmark,"{'C++': 355078, 'Python': 38951, 'C': 28045, 'M4': 15252, 'Roff': 7659, 'Shell': 4712, 'Makefile': 2277, 'Dockerfile': 722}",Python
metacontroller,4.11.19,0,https://github.com/metacontroller/metacontroller,"{'Go': 442274, 'Makefile': 3813, 'Shell': 2690, 'Smarty': 2150, 'JavaScript': 2145, 'Dockerfile': 540}",JavaScript
metallb,0.14.8,1,https://github.com/metallb/metallb,"{'Go': 1365185, 'CSS': 248227, 'JavaScript': 204185, 'HTML': 142597, 'Python': 54191, 'Dockerfile': 6785, 'Shell': 6236, 'Mustache': 3222, 'Batchfile': 2638, 'Open Policy Agent': 2501, 'Jinja': 1768, 'Jsonnet': 1644, 'Smarty': 1503}",JavaScript
metric-collector-for-apache-cassandra-4.1,0.3.5,5,https://github.com/datastax/metric-collector-for-apache-cassandra,"{'Java': 158758, 'Jsonnet': 74499, 'Python': 5552, 'Shell': 2656, 'Dockerfile': 2594}",Python
minify,2.20.37,1,https://github.com/tdewolff/minify,"{'Go': 622196, 'C': 8176, 'Python': 6695, 'Makefile': 2960, 'Shell': 2745, 'JavaScript': 2208, 'Dockerfile': 464, 'HTML': 217, 'Batchfile': 27}",Python
mitmproxy,9.0.1,0,https://github.com/mitmproxy/mitmproxy,"{'Python': 2720304, 'TypeScript': 447796, 'JavaScript': 121441, 'Less': 29532, 'HTML': 10958, 'Kaitai Struct': 3685, 'CSS': 3618, 'Shell': 3299, 'Dockerfile': 702, 'PowerShell': 258}",Python
mlflow,2.16.2,0,https://github.com/mlflow/mlflow,"{'Python': 12148367, 'JavaScript': 7244396, 'TypeScript': 3917274, 'Java': 290984, 'R': 211414, 'Scala': 42315, 'Shell': 27451, 'CSS': 18132, 'HTML': 16804, 'Dockerfile': 1312, 'Mako': 1004, 'TSQL': 211}",Python
mongo-tools,100.10.0,2,https://github.com/mongodb/mongo-tools,"{'Go': 1846516, 'JavaScript': 576500, 'Python': 333546, 'Shell': 12601}",JavaScript
mosquitto,2.0.19,0,https://github.com/eclipse/mosquitto,"{'C': 1906314, 'Python': 837179, 'Makefile': 75278, 'C++': 39559, 'Dockerfile': 34233, 'CMake': 23838, 'Shell': 11961, 'NSIS': 11682, 'HTML': 7778, 'CSS': 3918, 'Perl': 3238, 'XSLT': 1018}",Python
mtr,0.95,1,https://github.com/traviscross/mtr.git,"{'C': 406996, 'Python': 57224, 'C++': 25369, 'Shell': 8853, 'M4': 8295, 'Makefile': 4119, 'Batchfile': 1175, 'Emacs Lisp': 117}",Python
mysql-connector-cpp,9.0.0,0,https://github.com/mysql/mysql-connector-cpp,"{'C++': 16223786, 'C': 3449398, 'Makefile': 1481776, 'CMake': 678773, 'NASL': 470827, 'Starlark': 92302, 'PHP': 30055, 'DIGITAL Command Language': 26404, 'Python': 25989, 'Shell': 22900, 'Assembly': 14207, 'SWIG': 8096, 'M4': 8006, 'Pawn': 5073, 'Roff': 4476, 'Module Management System': 1545}",Python
neon,6777,0,https://github.com/neondatabase/neon,"{'Rust': 7736350, 'Python': 2064566, 'C': 608191, 'Makefile': 19962, 'Shell': 16476, 'Jsonnet': 15979, 'JavaScript': 15433, 'TLA': 15009, 'C++': 12765, 'Dockerfile': 7136, 'PLpgSQL': 4413, 'Swift': 3309, 'HTML': 1328, 'Java': 970, 'Emacs Lisp': 730, 'C#': 678, 'RenderScript': 1}",Python
neovim,0.10.1,1,https://github.com/neovim/neovim,"{'Vim Script': 15700828, 'C': 10628725, 'Lua': 10119035, 'CMake': 146232, 'Python': 106161, 'Shell': 45845, 'Scheme': 28528, 'Makefile': 10845, 'Roff': 9158, 'C++': 8932, 'KRL': 4206, 'MATLAB': 1970, 'HTML': 1931, 'Pawn': 1797, 'Thrift': 1670, 'Tcl': 745, 'BitBake': 388, 'Batchfile': 320, 'Ruby': 182}",Python
nerdctl,1.7.7,0,https://github.com/containerd/nerdctl,"{'Go': 2667796, 'Shell': 60858, 'Dockerfile': 19195, 'Makefile': 6512, 'Roff': 3044, 'Ruby': 1939, 'PowerShell': 1089}",Ruby
net-snmp,5.9.4,1,https://github.com/net-snmp/net-snmp.git,"{'C': 15332625, 'Perl': 796786, 'Shell': 669123, 'M4': 216836, 'Makefile': 96403, 'XS': 64753, 'Python': 32626, 'Batchfile': 13387, 'Mathematica': 7281, 'OpenEdge ABL': 7281, 'C++': 7003}",Python
neuvector-manager,5.3.4,1,https://github.com/neuvector/manager,"{'TypeScript': 4398710, 'HTML': 925692, 'Scala': 601647, 'SCSS': 530339, 'Python': 463110, 'CSS': 144230, 'Shell': 14453, 'JavaScript': 3041, 'Makefile': 1299}",Python
neuvector-prometheus-exporter,1.1.0.0,0,https://github.com/neuvector/prometheus-exporter.git,"{'Python': 26877, 'Dockerfile': 395, 'Shell': 125}",Python
newrelic-infra-operator,0.19.3,0,https://github.com/newrelic/newrelic-infra-operator,"{'Go': 104021, 'Starlark': 7956, 'Shell': 7046, 'Mustache': 5020, 'Makefile': 4846, 'Python': 1559, 'Dockerfile': 1342}",Python
newrelic-infrastructure-agent,1.57.2,0,https://github.com/newrelic/infrastructure-agent,"{'Go': 3841463, 'Makefile': 64296, 'Shell': 61144, 'PowerShell': 22205, 'HCL': 14792, 'JavaScript': 6233, 'Dockerfile': 2884, 'Jinja': 2331}",JavaScript
newrelic-prometheus-configurator,1.17.4,0,https://github.com/newrelic/newrelic-prometheus-configurator,"{'Go': 144214, 'Smarty': 6102, 'Makefile': 6038, 'Python': 2326, 'Dockerfile': 664}",Python
nfs-ganesha,6.1,0,https://github.com/nfs-ganesha/nfs-ganesha,"{'C': 8106408, 'CMake': 357056, 'Python': 231675, 'Perl': 230078, 'RPC': 160118, 'Shell': 86352, 'C++': 28503, 'Lex': 19267, 'Yacc': 11896, 'Roff': 5257, 'Emacs Lisp': 1471, 'Awk': 654, 'Dockerfile': 453}",Python
nfs-subdir-external-provisioner,4.0.18,10,https://github.com/kubernetes-sigs/nfs-subdir-external-provisioner,"{'Shell': 91661, 'Makefile': 14638, 'Go': 11793, 'Python': 6252, 'Mustache': 3074, 'Dockerfile': 2431}",Python
nghttp2,1.63.0,0,https://github.com/nghttp2/nghttp2.git,"{'C++': 2288100, 'C': 1787676, 'Go': 180283, 'Python': 90018, 'M4': 74621, 'CMake': 66980, 'Makefile': 23845, 'Shell': 9762, 'Dockerfile': 6965, 'Ruby': 559}",Python
ninja-build,1.12.1,1,https://github.com/ninja-build/ninja,"{'C++': 834376, 'Python': 76586, 'C': 20917, 'CMake': 10125, 'Shell': 4873, 'Emacs Lisp': 4130, 'Vim Script': 2889}",Python
njs,0.8.6,0,https://github.com/nginx/njs,"{'C': 3615326, 'Perl': 278289, 'JavaScript': 246556, 'TypeScript': 9351, 'Shell': 5764, 'Python': 5759, 'Standard ML': 1129, 'Makefile': 602}",JavaScript
nlohmann-json,3.11.3,1,https://github.com/nlohmann/json,"{'C++': 4412770, 'CMake': 87564, 'Python': 28843, 'Makefile': 14649, 'Jinja': 3114, 'Starlark': 2668, 'HTML': 887, 'Meson': 629, 'Cuda': 560, 'Swift': 554}",Python
node-feature-discovery-0.16,0.16.4,2,https://github.com/kubernetes-sigs/node-feature-discovery,"{'Go': 840525, 'Shell': 20615, 'Makefile': 9092, 'Mustache': 3615, 'Dockerfile': 1399, 'Python': 1187, 'Assembly': 827}",Python
nodejs-16,16.20.2,6,https://github.com/nodejs/node.git,"{'JavaScript': 15282470, 'C++': 5409862, 'Python': 2589582, 'C': 658624, 'HTML': 163390, 'Shell': 109675, 'Makefile': 59509, 'Batchfile': 46012, 'Emacs Lisp': 14363, 'Perl': 11715, 'R': 8037, 'TypeScript': 1935, 'Assembly': 157}",JavaScript
nodejs-18,18.20.4,0,https://github.com/nodejs/node.git,"{'JavaScript': 15282470, 'C++': 5409862, 'Python': 2589582, 'C': 658624, 'HTML': 163390, 'Shell': 109675, 'Makefile': 59509, 'Batchfile': 46012, 'Emacs Lisp': 14363, 'Perl': 11715, 'R': 8037, 'TypeScript': 1935, 'Assembly': 157}",JavaScript
nodejs-19,19.9.0,8,https://github.com/nodejs/node.git,"{'JavaScript': 15282470, 'C++': 5409862, 'Python': 2589582, 'C': 658624, 'HTML': 163390, 'Shell': 109675, 'Makefile': 59509, 'Batchfile': 46012, 'Emacs Lisp': 14363, 'Perl': 11715, 'R': 8037, 'TypeScript': 1935, 'Assembly': 157}",JavaScript
nodejs-20,20.18.0,0,https://github.com/nodejs/node.git,"{'JavaScript': 15282470, 'C++': 5409862, 'Python': 2589582, 'C': 658624, 'HTML': 163390, 'Shell': 109675, 'Makefile': 59509, 'Batchfile': 46012, 'Emacs Lisp': 14363, 'Perl': 11715, 'R': 8037, 'TypeScript': 1935, 'Assembly': 157}",JavaScript
nodejs-21,21.7.3,3,https://github.com/nodejs/node.git,"{'JavaScript': 15282470, 'C++': 5409862, 'Python': 2589582, 'C': 658624, 'HTML': 163390, 'Shell': 109675, 'Makefile': 59509, 'Batchfile': 46012, 'Emacs Lisp': 14363, 'Perl': 11715, 'R': 8037, 'TypeScript': 1935, 'Assembly': 157}",JavaScript
nodejs-22,22.9.0,0,https://github.com/nodejs/node.git,"{'JavaScript': 15282470, 'C++': 5409862, 'Python': 2589582, 'C': 658624, 'HTML': 163390, 'Shell': 109675, 'Makefile': 59509, 'Batchfile': 46012, 'Emacs Lisp': 14363, 'Perl': 11715, 'R': 8037, 'TypeScript': 1935, 'Assembly': 157}",JavaScript
novnc,1.5.0,0,https://github.com/novnc/noVNC,"{'JavaScript': 992996, 'CSS': 25630, 'HTML': 23337, 'Shell': 10503, 'Makefile': 2289, 'Perl': 396}",JavaScript
nri-discovery-kubernetes,1.9.3,0,https://github.com/newrelic/nri-discovery-kubernetes,"{'Go': 59235, 'Makefile': 7435, 'Shell': 2922, 'Smarty': 1872, 'Python': 1634, 'Dockerfile': 1212, 'PowerShell': 117}",Python
nri-kubernetes,3.29.5,0,https://github.com/newrelic/nri-kubernetes,"{'Go': 588773, 'Smarty': 24190, 'Shell': 17937, 'Makefile': 3409, 'Python': 1630, 'Dockerfile': 505}",Python
nsc,2.9.0,0,https://github.com/nats-io/nsc,"{'Go': 1191369, 'Shell': 13442, 'PowerShell': 5625, 'Python': 5445, 'Makefile': 1031}",Python
nsd,4.10.1,0,https://github.com/NLnetLabs/nsd,"{'C': 2044768, 'Shell': 128231, 'M4': 107811, 'Python': 92030, 'Roff': 79187, 'Makefile': 47604, 'Yacc': 38241, 'Lex': 17921, 'C++': 11924, 'Perl': 2061, 'DIGITAL Command Language': 563, 'Q#': 290}",Python
nuclei,3.3.4,0,https://github.com/projectdiscovery/nuclei,"{'Go': 2448455, 'TypeScript': 74911, 'JavaScript': 6977, 'Shell': 5554, 'Makefile': 3738, 'Smarty': 2565, 'Dockerfile': 332, 'Python': 50}",JavaScript
nvm,0.40.1,0,https://github.com/nvm-sh/nvm,"{'Shell': 436089, 'Makefile': 5440, 'Dockerfile': 3600, 'JavaScript': 38}",JavaScript
ocaml,5.2.0,0,https://github.com/ocaml/ocaml,"{'OCaml': 17793594, 'C': 2429576, 'Assembly': 268331, 'Makefile': 226257, 'Shell': 190192, 'M4': 115839, 'TeX': 66323, 'Python': 52155, 'SCSS': 29171, 'JavaScript': 14924, 'Awk': 14261, 'Batchfile': 7302, 'Perl': 2869, 'CSS': 2633, 'HTML': 1427, 'Fortran': 460, 'C#': 257, 'Dune': 93}",Python
ollama,0.3.12,0,https://github.com/ollama/ollama,"{'Go': 1069799, 'C': 46080, 'Shell': 42858, 'PowerShell': 27524, 'Dockerfile': 19546, 'TypeScript': 17721, 'Makefile': 11201, 'Inno Setup': 7661, 'Python': 2520, 'Objective-C': 1285, 'CSS': 518, 'JavaScript': 248, 'HTML': 123}",Python
onetbb,2021.13.0,1,https://github.com/oneapi-src/oneTBB,"{'C++': 5493149, 'C': 459388, 'CMake': 137606, 'Python': 51596, 'Starlark': 5690, 'SWIG': 5111, 'Batchfile': 2347, 'Shell': 1839}",Python
oniguruma,6.9.9,3,https://github.com/kkos/oniguruma,"{'C': 2581735, 'Shell': 64509, 'Python': 49364, 'HTML': 17279, 'CMake': 12115, 'Makefile': 8673, 'M4': 2659, 'C++': 1193, 'Batchfile': 464}",Python
opa,0.69.0,0,https://github.com/open-policy-agent/opa,"{'Go': 7430106, 'C': 934778, 'C++': 709198, 'Open Policy Agent': 41730, 'Makefile': 22389, 'Shell': 18852, 'JavaScript': 14203, 'Python': 5616, 'Dockerfile': 2601}",JavaScript
opencl,2024.05.08,1,https://github.com/KhronosGroup/OpenCL-SDK,"{'C++': 178370, 'C': 81226, 'CMake': 68731, 'Mako': 30462, 'Python': 21348, 'Ruby': 4113, 'Dockerfile': 3611, 'Shell': 3518}",Python
openexr,3.3.0,0,https://github.com/openexr/openexr,"{'C': 8303020, 'C++': 3738166, 'Python': 146173, 'CMake': 84945, 'M4': 26297, 'Starlark': 23363, 'Shell': 17470, 'Batchfile': 6522, 'HTML': 572}",Python
openh264,2.4.1,1,https://github.com/cisco/openh264,"{'C++': 4274684, 'Assembly': 1406161, 'C': 1151301, 'Shell': 100352, 'Makefile': 61821, 'Objective-C': 42368, 'C#': 26488, 'Meson': 20533, 'Batchfile': 17906, 'Python': 15165, 'Java': 11295, 'Dockerfile': 1660, 'JavaScript': 603}",Python
openjdk-11,11.0.24,0,https://github.com/openjdk/jdk11u.git,"{'Java': 354689318, 'C++': 63838870, 'C': 26648225, 'JavaScript': 4775066, 'Roff': 3423761, 'HTML': 1656317, 'Objective-C': 1389471, 'XSLT': 1139708, 'Shell': 931413, 'M4': 516893, 'Python': 331576, 'Assembly': 143682, 'Makefile': 79377, 'DTrace': 49684, 'TypeScript': 43752, 'Noir': 39007, 'Awk': 21604, 'Perl': 12459, 'CSS': 7813, 'Batchfile': 5118, 'GDB': 5017, 'sed': 3129, 'Raku': 2253, 'Red': 396, 'SourcePawn': 222}",JavaScript
